"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year","type"
"BDI","Burundi","BDI.7_1","Gitega",911101.340492249,0.0528293566985263,0.0554140588238555,2020,"mean"
"BDI","Burundi","BDI.8_1","Karuzi",540975.994850159,0.0570131612065084,0.0567957656069162,2020,"mean"
"BDI","Burundi","BDI.9_1","Kayanza",844369.972763062,0.00110327122876277,0.00112317217864531,2020,"mean"
"BDI","Burundi","BDI.10_1","Kirundo",847842.91530633,0.00104037458077073,0.00128435911700495,2020,"mean"
"BDI","Burundi","BDI.11_1","Makamba",572689.993829489,0.0012886470153195,0.00159264206822228,2020,"mean"
"BDI","Burundi","BDI.12_1","Muramvya",350438.489089966,0,0,2020,"mean"
"BDI","Burundi","BDI.13_1","Muyinga",991327.835639954,0.0546170333639169,0.0592435540078363,2020,"mean"
"BDI","Burundi","BDI.14_1","Mwaro",347101.864044189,0,0,2020,"mean"
"BDI","Burundi","BDI.15_1","Ngozi",828642.934295654,0.0605265117945179,0.0580498086374817,2020,"mean"
"BDI","Burundi","BDI.16_1","Rutana",530022.941261292,0.0591903969125692,0.0589816274951987,2020,"mean"
"BDI","Burundi","BDI.17_1","Ruyigi",597803.101558685,0.00202954198839595,0.00185507137496491,2020,"mean"
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,0.242166624899747,0.226337576053777,2020,"mean"
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,0.160932209606122,0.123802550794825,2020,"mean"
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,0,0,2020,"mean"
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,0.00159180757418201,0.000877123651567104,2020,"mean"
"BEN","Benin","BEN.5_1","Collines",860192.522418022,0,0,2020,"mean"
"BEN","Benin","BEN.6_1","Donga",709088.468332291,0.213954414979281,0.309778597219975,2020,"mean"
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,0,0,2020,"mean"
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,0,0,2020,"mean"
"BEN","Benin","BEN.9_1","Mono",580919.921424866,0,0,2020,"mean"
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,0,0,2020,"mean"
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,0,0,2020,"mean"
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.2_1","Cascades",1135196.98297286,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,0.00118889687556011,0.000616715963042197,2020,"mean"
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,0.000138231777470477,9.47378018296557e-05,2020,"mean"
"BFA","Burkina Faso","BFA.8_1","Est",2029901.50039211,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2482419.46409488,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.10_1","Nord",1589882.22960258,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",949344.602345943,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.12_1","Sahel",1484485.04733276,0,0,2020,"mean"
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",916531.495243073,0.00044920111426904,0.000310523809809578,2020,"mean"
"BWA","Botswana","BWA.1_1","Central",682436.674943745,0.00177045349550999,0.00117958732114681,2020,"mean"
"BWA","Botswana","BWA.2_1","Chobe",26796.5966437459,0.00444896039797595,0.00361070724491849,2020,"mean"
"BWA","Botswana","BWA.3_1","Francistown",67886.322022438,0.00058154649741482,0.000586064005440461,2020,"mean"
"BWA","Botswana","BWA.4_1","Gaborone",150662.59569931,0.00117377024920036,0.00117949417863029,2020,"mean"
"BWA","Botswana","BWA.5_1","Ghanzi",56726.4264952315,0.00156786701227597,0.00111688214556141,2020,"mean"
"BWA","Botswana","BWA.6_1","Jwaneng",980.13566493988,0.000977732939645648,0.000977732939645648,2020,"mean"
"BWA","Botswana","BWA.7_1","Kgalagadi",57501.6220392978,0.000516880244841793,0.000694105684574022,2020,"mean"
"BWA","Botswana","BWA.8_1","Kgatleng",119273.455380797,0.00113946255111263,0.00111577444359986,2020,"mean"
"BWA","Botswana","BWA.9_1","Kweneng",394971.843288163,0.000883146750164764,0.00114014679108926,2020,"mean"
"BWA","Botswana","BWA.10_1","Lobatse",32185.2454223633,0.00117722409777343,0.00117722409777343,2020,"mean"
"BWA","Botswana","BWA.11_1","North-East",124433.035699248,0.000509913686941239,0.000529488489020609,2020,"mean"
"BWA","Botswana","BWA.12_1","North-West",182169.114724144,0.00407673022500809,0.00437389696821582,2020,"mean"
"BWA","Botswana","BWA.13_1","Selibe Phikwe",29624.6735782623,0.000523631548276171,0.000526984360241576,2020,"mean"
"BWA","Botswana","BWA.14_1","South-East",215058.919792101,0.00129990654189468,0.00115951066359443,2020,"mean"
"BWA","Botswana","BWA.15_1","Southern",240741.572489332,0.00106673408501966,0.00109973139212071,2020,"mean"
"BWA","Botswana","BWA.16_1","Sowa",0,NA,NA,2020,"mean"
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",59014.5862508565,0,0,2020,"mean"
"CAF","Central African Republic","CAF.2_1","Bangui",596165.841135025,0,0,2020,"mean"
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",335079.078368902,0,0,2020,"mean"
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",77132.2598760696,9.10938384556725e-07,2.65061084489764e-08,2020,"mean"
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",123893.27804902,0,0,2020,"mean"
"CAF","Central African Republic","CAF.6_1","Kémo",161411.398205355,0,0,2020,"mean"
"CAF","Central African Republic","CAF.7_1","Lobaye",338923.269004703,0,0,2020,"mean"
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",492316.015446961,0,0,2020,"mean"
"CAF","Central African Republic","CAF.9_1","Mbomou",218640.675797297,0,0,2020,"mean"
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",161311.240777656,0,0,2020,"mean"
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",320765.169564605,0,0,2020,"mean"
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",748283.626664937,0,0,2020,"mean"
"CAF","Central African Republic","CAF.13_1","Ouaka",379872.712767869,0,0,2020,"mean"
"CAF","Central African Republic","CAF.15_1","Ouham",503265.844790727,0,0,2020,"mean"
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",587948.205141902,0,0,2020,"mean"
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",141958.024292648,0,0,2020,"mean"
"CAF","Central African Republic","CAF.17_1","Vakaga",71000.7414052002,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5436150.55575085,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2631410.9495728,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1332591.86239225,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",339064.679745674,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1893759.45995092,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1470226.67296842,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1596393.63849735,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2841965.37352306,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2765795.76184186,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1977018.22337836,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1584975.60154164,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1021181.78991795,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",405161.917465568,0,0,2020,"mean"
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1044722.94545803,0,0,2020,"mean"
"CMR","Cameroon","CMR.1_1","Adamaoua",1463667.30392109,0,0,2020,"mean"
"CMR","Cameroon","CMR.2_1","Centre",5802256.32784414,0,0,2020,"mean"
"CMR","Cameroon","CMR.3_1","Est",1067758.10368913,0,0,2020,"mean"
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4586726.27017835,0,0,2020,"mean"
"CMR","Cameroon","CMR.5_1","Littoral",4404958.46634877,0,0,2020,"mean"
"CMR","Cameroon","CMR.7_1","Nord",3146378.3535651,0,0,2020,"mean"
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2353609.06122077,0,0,2020,"mean"
"CMR","Cameroon","CMR.8_1","Ouest",2150541.51151375,0,0,2020,"mean"
"CMR","Cameroon","CMR.10_1","Sud",976744.530883431,0,0,2020,"mean"
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1987840.30545152,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.1_1","Bas-Uélé",1504147.71519624,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.2_1","Équateur",2403361.6974444,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.3_1","Haut-Katanga",10650248.6762778,0.00052174901844009,0.000413412380498007,2020,"mean"
"COD","Democratic Republic of the Congo","COD.4_1","Haut-Lomami",7966491.07182675,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.5_1","Haut-Uélé",2112455.91149318,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.6_1","Ituri",6126072.25625855,0.000359807115305087,0.00066570137222881,2020,"mean"
"COD","Democratic Republic of the Congo","COD.9_1","Kasaï",6289523.8754635,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.7_1","Kasaï-Central",7223428.96672097,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.8_1","Kasaï-Oriental",5690987.21604147,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.10_1","Kinshasa",7797514.32673589,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.11_1","Kongo-Central",3006921.571949,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.12_1","Kwango",2344263.35754842,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.13_1","Kwilu",4478208.1040704,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.14_1","Lomami",4156480.71541649,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.15_1","Lualaba",4029147.29477727,9.62299705894144e-05,1.87629082752703e-05,2020,"mean"
"COD","Democratic Republic of the Congo","COD.16_1","Maï-Ndombe",1721819.89914561,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.17_1","Maniema",3073233.61055857,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.18_1","Mongala",2300029.63829777,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.19_1","Nord-Kivu",9310629.71500723,2.54285918308957e-05,3.34305029192799e-05,2020,"mean"
"COD","Democratic Republic of the Congo","COD.20_1","Nord-Ubangi",1560754.81902695,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.21_1","Sankuru",206320.247060263,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.22_1","Sud-Kivu",6134380.49285705,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.23_1","Sud-Ubangi",2992850.62279856,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.24_1","Tanganyika",5545851.9944212,0.00127711444328503,0.000365530658573723,2020,"mean"
"COD","Democratic Republic of the Congo","COD.25_1","Tshopo",3528209.96601249,0,0,2020,"mean"
"COD","Democratic Republic of the Congo","COD.26_1","Tshuapa",1676531.45425821,0,0,2020,"mean"
"COG","Republic of Congo","COG.1_1","Bouenza",265286.921427354,0,0,2020,"mean"
"COG","Republic of Congo","COG.2_1","Brazzaville",649344.429830194,0,0,2020,"mean"
"COG","Republic of Congo","COG.4_1","Cuvette",176851.77378444,0,0,2020,"mean"
"COG","Republic of Congo","COG.3_1","Cuvette-Ouest",171690.600812018,0,0,2020,"mean"
"COG","Republic of Congo","COG.5_1","Kouilou",369621.539762139,0,0,2020,"mean"
"COG","Republic of Congo","COG.6_1","Lékoumou",161783.265579805,0,0,2020,"mean"
"COG","Republic of Congo","COG.7_1","Likouala",1129785.12362382,0,0,2020,"mean"
"COG","Republic of Congo","COG.8_1","Niari",157227.088704586,0,0,2020,"mean"
"COG","Republic of Congo","COG.9_1","Plateaux",116815.806764167,0,0,2020,"mean"
"COG","Republic of Congo","COG.10_1","Pointe Noire",101057.836547852,0,0,2020,"mean"
"COG","Republic of Congo","COG.11_1","Pool",636506.722700639,0,0,2020,"mean"
"COG","Republic of Congo","COG.12_1","Sangha",109784.948267668,0,0,2020,"mean"
"CPV","Cape Verde","CPV.1_1","Boa Vista",16716.8362665176,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.2_1","Brava",3214.36983108521,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.3_1","Maio",5726.63105416298,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.4_1","Mosteiros",4389.95810127258,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.5_1","Paúl",5181.01037454605,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.6_1","Porto Novo",7761.82334697247,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.7_1","Praia",11775.2251091003,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.8_1","Ribeira Brava",6727.67288899422,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.9_1","Ribeira Grande",21822.286968708,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.10_1","Ribeira Grande de Santiago",9630.81867408752,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.11_1","Sal",19000.6089115143,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.12_1","Santa Catarina",44236.537191391,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.13_1","Santa Catarina do Fogo",19428.1656188965,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.14_1","Santa Cruz",20747.5938949585,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.15_1","São Domingos",13296.8699417114,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.16_1","São Filipe",11310.2109193802,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.17_1","São Lourenço dos Órgãos",130414.059467316,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.18_1","São Miguel",6143.76155662537,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.19_1","São Salvador do Mundo",15154.5807304382,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.20_1","São Vicente",74313.849193573,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.21_1","Tarrafal",38250.3457107544,NA,0,2020,"mean"
"CPV","Cape Verde","CPV.22_1","Tarrafal de São Nicolau",4231.78840351105,NA,0,2020,"mean"
"DJI","Djibouti","DJI.1_1","Ali Sabieh",130718.770709038,0,0,2020,"mean"
"DJI","Djibouti","DJI.2_1","Dikhil",138112.937571883,0,0,2020,"mean"
"DJI","Djibouti","DJI.3_1","Djibouti",528999.315176964,0,0,2020,"mean"
"DJI","Djibouti","DJI.4_1","Obock",63309.7117214203,6.24699392714179e-05,3.35244823744973e-05,2020,"mean"
"DJI","Djibouti","DJI.5_1","Tadjourah",159070.5014292,0,0,2020,"mean"
"ERI","Eritrea","ERI.1_1","Anseba",623219.171703339,0.0101354582203103,0.0101545598947364,2020,"mean"
"ERI","Eritrea","ERI.2_1","Debub",1099148.63852596,0.0126974816332305,0.0119919692921594,2020,"mean"
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri",108017.713330586,0.0127616164794984,0.0128121078172362,2020,"mean"
"ERI","Eritrea","ERI.4_1","Gash Barka",900512.112167597,0.00985483319496829,0.00971960745711854,2020,"mean"
"ERI","Eritrea","ERI.5_1","Maekel",918911.637181282,0.0102694991026359,0.0103918366127529,2020,"mean"
"ERI","Eritrea","ERI.6_1","Semenawi Keyih Bahri",517135.982921362,0.0107640025136329,0.0105253722269195,2020,"mean"
"ETH","Ethiopia","ETH.1_1","Addis Abeba",3586099.36014557,0,0,2020,"mean"
"ETH","Ethiopia","ETH.2_1","Afar",1850140.1257192,5.16167209492549e-05,2.26124850807339e-05,2020,"mean"
"ETH","Ethiopia","ETH.3_1","Amhara",22315158.4290172,0.000107958111236467,7.56219610105729e-06,2020,"mean"
"ETH","Ethiopia","ETH.4_1","Benshangul-Gumaz",1158240.24917173,0.124496867877888,0.137194974664254,2020,"mean"
"ETH","Ethiopia","ETH.5_1","Dire Dawa",478202.027774811,0,0,2020,"mean"
"ETH","Ethiopia","ETH.6_1","Gambela Peoples",571194.477861434,6.8533371983296e-06,3.35744931574775e-06,2020,"mean"
"ETH","Ethiopia","ETH.7_1","Harari People",250121.494064331,0,0,2020,"mean"
"ETH","Ethiopia","ETH.8_1","Oromia",39726261.6789738,0.0139337072371315,0.0182644564958982,2020,"mean"
"ETH","Ethiopia","ETH.9_1","Somali",6251000.95904875,0.000102525128055569,0.000114702752961506,2020,"mean"
"ETH","Ethiopia","ETH.10_1","Southern Nations, Nationalities and Peoples",21617604.9970762,3.43194135423287e-05,3.56129246164646e-05,2020,"mean"
"ETH","Ethiopia","ETH.11_1","Tigray",5965209.88973522,0.000157244338691589,4.20052198896463e-05,2020,"mean"
"GAB","Gabon","GAB.1_1","Estuaire",1059535.39715238,0,0,2020,"mean"
"GAB","Gabon","GAB.2_1","Haut-Ogooué",808008.175807536,0,0,2020,"mean"
"GAB","Gabon","GAB.3_1","Moyen-Ogooué",109178.838597067,0,0,2020,"mean"
"GAB","Gabon","GAB.4_1","Ngounié",151318.671373874,0,0,2020,"mean"
"GAB","Gabon","GAB.5_1","Nyanga",70385.9020173531,0,0,2020,"mean"
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo",97184.010961026,0,0,2020,"mean"
"GAB","Gabon","GAB.7_1","Ogooué-Lolo",123678.580326498,0,0,2020,"mean"
"GAB","Gabon","GAB.8_1","Ogooué-Maritime",168629.840906576,0,0,2020,"mean"
"GAB","Gabon","GAB.9_1","Wouleu-Ntem",326773.991745725,0,0,2020,"mean"
"GHA","Ghana","GHA.1_1","Ashanti",6836087.50836599,0,0,2020,"mean"
"GHA","Ghana","GHA.2_1","Brong Ahafo",2881003.04660697,0,0,2020,"mean"
"GHA","Ghana","GHA.3_1","Central",2935003.50962257,0,0,2020,"mean"
"GHA","Ghana","GHA.4_1","Eastern",3354372.34451354,0,0,2020,"mean"
"GHA","Ghana","GHA.5_1","Greater Accra",5230832.46291018,0,0,2020,"mean"
"GHA","Ghana","GHA.6_1","Northern",3435256.28688613,0.0685679695876765,0.0812820894370757,2020,"mean"
"GHA","Ghana","GHA.7_1","Upper East",1158588.30262715,0.0647179103539873,0.0326972049620231,2020,"mean"
"GHA","Ghana","GHA.8_1","Upper West",845500.159719944,0.187932813396821,0.208151241551044,2020,"mean"
"GHA","Ghana","GHA.9_1","Volta",2771222.16870674,0,0,2020,"mean"
"GHA","Ghana","GHA.10_1","Western",2877241.03153181,0,0,2020,"mean"
"GIN","Guinea","GIN.1_1","Boké",1185493.58073589,0,0,2020,"mean"
"GIN","Guinea","GIN.2_1","Conakry",1669485.484447,0,0,2020,"mean"
"GIN","Guinea","GIN.3_1","Faranah",1087046.42024875,0,0,2020,"mean"
"GIN","Guinea","GIN.4_1","Kankan",2508928.29233491,0,0,2020,"mean"
"GIN","Guinea","GIN.5_1","Kindia",2065845.89699361,0,0,2020,"mean"
"GIN","Guinea","GIN.6_1","Labé",1077438.57244897,0,0,2020,"mean"
"GIN","Guinea","GIN.7_1","Mamou",784740.061406136,0,0,2020,"mean"
"GIN","Guinea","GIN.8_1","Nzérékoré",1689511.59247255,0,0,2020,"mean"
"GMB","Gambia","GMB.1_1","Banjul",309068.331512451,0.100526642054319,0.0490810628110911,2020,"mean"
"GMB","Gambia","GMB.2_1","Lower River",86718.2615919113,0.265606220345944,0.298732703356119,2020,"mean"
"GMB","Gambia","GMB.3_1","Maccarthy Island",250864.837192297,0.437455257899325,0.435003080511371,2020,"mean"
"GMB","Gambia","GMB.4_1","North Bank",226388.616083622,0.1952582358085,0.185890525302599,2020,"mean"
"GMB","Gambia","GMB.5_1","Upper River",273711.198740005,0.507082231262679,0.508308861667216,2020,"mean"
"GMB","Gambia","GMB.6_1","Western",1060943.61240292,0.124787869956344,0.0777217062023925,2020,"mean"
"GNB","Guinea-Bissau","GNB.1_1","Bafatá",247584.971262693,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.2_1","Biombo",143315.583922625,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.3_1","Bissau",380589.709217072,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.4_1","Bolama",24732.100630641,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.5_1","Cacheu",207936.354298279,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.6_1","Gabú",265720.178174019,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.7_1","Oio",263940.798791707,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.8_1","Quinara",68935.0826477557,0,0,2020,"mean"
"GNB","Guinea-Bissau","GNB.9_1","Tombali",98096.0084978342,0,0,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.1_1","Annobón",2667.12534713745,NA,0,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.2_1","Bioko Norte",298672.642156601,0.0389843432605267,0.0409627380869109,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.3_1","Bioko Sur",42519.1569843292,0.035609700941834,0.0297747792837232,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.4_1","Centro Sur",148819.945459604,0.0512730494545874,0.0524704688638717,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.5_1","Kié-Ntem",182335.129407883,0.0572139808408371,0.0574418215046459,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.6_1","Litoral",358113.613114476,0.0762297833202089,0.0803648389461854,2020,"mean"
"GNQ","Equatorial Guinea","GNQ.7_1","Wele-Nzas",198419.352456093,0.049182850380998,0.0498758422277586,2020,"mean"
"KEN","Kenya","KEN.1_1","Baringo",804401.317004882,0,0,2020,"mean"
"KEN","Kenya","KEN.2_1","Bomet",1130100.43026499,0,0,2020,"mean"
"KEN","Kenya","KEN.3_1","Bungoma",2046278.91822019,0.000216488935984671,1.4630125334475e-06,2020,"mean"
"KEN","Kenya","KEN.4_1","Busia",955893.977796078,0.00120921074589597,0.00312446800734478,2020,"mean"
"KEN","Kenya","KEN.5_1","Elgeyo-Marakwet",502490.277923584,0,0,2020,"mean"
"KEN","Kenya","KEN.6_1","Embu",625166.124568089,0,0,2020,"mean"
"KEN","Kenya","KEN.7_1","Garissa",1490831.91278573,0,0,2020,"mean"
"KEN","Kenya","KEN.8_1","Homa Bay",1194125.12173629,0.00107465905549864,0.00116636722897293,2020,"mean"
"KEN","Kenya","KEN.9_1","Isiolo",182537.323158402,0,0,2020,"mean"
"KEN","Kenya","KEN.10_1","Kajiado",1022929.32593978,0,0,2020,"mean"
"KEN","Kenya","KEN.11_1","Kakamega",1916106.45662461,0,0,2020,"mean"
"KEN","Kenya","KEN.12_1","Kericho",1068156.30894332,0,0,2020,"mean"
"KEN","Kenya","KEN.13_1","Kiambu",1781996.50043793,0,0,2020,"mean"
"KEN","Kenya","KEN.14_1","Kilifi",1395627.57243669,0,0,2020,"mean"
"KEN","Kenya","KEN.15_1","Kirinyaga",652116.720494151,0,0,2020,"mean"
"KEN","Kenya","KEN.16_1","Kisii",1437405.48782349,0.00464503659356025,0.00256982161324975,2020,"mean"
"KEN","Kenya","KEN.17_1","Kisumu",1248101.56995392,0,0,2020,"mean"
"KEN","Kenya","KEN.18_1","Kitui",1276468.83583343,0,0,2020,"mean"
"KEN","Kenya","KEN.19_1","Kwale",844420.403548263,0,0,2020,"mean"
"KEN","Kenya","KEN.20_1","Laikipia",607870.776916265,0,0,2020,"mean"
"KEN","Kenya","KEN.21_1","Lamu",95621.4265115485,0,0,2020,"mean"
"KEN","Kenya","KEN.22_1","Machakos",1336989.86645269,0,0,2020,"mean"
"KEN","Kenya","KEN.23_1","Makueni",1108685.43980613,0,0,2020,"mean"
"KEN","Kenya","KEN.24_1","Mandera",2634770.12566757,0,0,2020,"mean"
"KEN","Kenya","KEN.25_1","Marsabit",349820.130833987,0,0,2020,"mean"
"KEN","Kenya","KEN.26_1","Meru",1726238.30218792,0,0,2020,"mean"
"KEN","Kenya","KEN.27_1","Migori",1165761.14920759,0.0987864775766789,0.106873456064928,2020,"mean"
"KEN","Kenya","KEN.28_1","Mombasa",1144229.96500397,0,0,2020,"mean"
"KEN","Kenya","KEN.29_1","Murang'a",1124812.08754327,0,0,2020,"mean"
"KEN","Kenya","KEN.30_1","Nairobi",4960933.49445486,0,0,2020,"mean"
"KEN","Kenya","KEN.31_1","Nakuru",2363474.82880771,0,0,2020,"mean"
