"GID_0","NAME_0","GID_1","NAME_1","population","arab_abundance","fun_abundance","gamb_abundance","arab_pop_weighted_abundance","fun_pop_weighted_abundance","gamb_pop_weighted_abundance","year","type"
"CAF","Central African Republic","CAF.7_1","Lobaye",338923.269004703,0.228066818297749,0.127362329843284,0.644570851858968,0.188138991821123,0.0957842053662275,0.716076802812649,2020,"mean"
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",492316.015446961,0.447627827941147,0.167971811745469,0.384400360313384,0.543186059315962,0.169371305677423,0.287442635006614,2020,"mean"
"CAF","Central African Republic","CAF.9_1","Mbomou",218640.675797297,0.291877567121714,0.196412803677094,0.511709629201191,0.337983793224893,0.188811377949218,0.47320482882589,2020,"mean"
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",161311.240777656,0.511528393635026,0.178705792991744,0.30976581337323,0.513582451004047,0.193963015906282,0.292454533089672,2020,"mean"
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",320765.169564605,0.425167751512551,0.172500237307406,0.402332011180043,0.372930742128521,0.176819418425319,0.45024983944616,2020,"mean"
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",748283.626664937,0.437134336374936,0.199148553766172,0.363717109858893,0.428158251746298,0.162241937092825,0.409599811160876,2020,"mean"
"CAF","Central African Republic","CAF.13_1","Ouaka",379872.712767869,0.369709680034936,0.182167234661867,0.448123085303197,0.398096051486011,0.15106315165195,0.450840796862039,2020,"mean"
"CAF","Central African Republic","CAF.15_1","Ouham",503265.844790727,0.571502679040309,0.200287040514592,0.228210280445099,0.639559264693094,0.185685038900492,0.174755696406414,2020,"mean"
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",587948.205141902,0.62826228105429,0.186399645028209,0.1853380739175,0.696409041981278,0.170800559485003,0.132790398533719,2020,"mean"
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",141958.024292648,0.0469984421048567,0.169291450137804,0.783710107757339,0.0355366630637723,0.148068457174644,0.816394879761584,2020,"mean"
"CAF","Central African Republic","CAF.17_1","Vakaga",71000.7414052002,0.844690708615601,0.107852828497102,0.0474564628872967,0.865400286603711,0.104967535386895,0.0296321780093941,2020,"mean"
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5436150.55575085,0.472557580170508,0.10448657403441,0.422955845795083,0.503735264325074,0.138316743777444,0.357947991897482,2020,"mean"
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2637842.54113507,0.292781325926767,0.107621052368399,0.599597621704834,0.373736865787277,0.123614808449346,0.502648325763377,2020,"mean"
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1332591.86239225,0.290934789866942,0.121801370864585,0.587263839268472,0.301011752407021,0.117793649648493,0.581194597944486,2020,"mean"
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",339064.679745674,0.660566548734611,0.224368685698647,0.115064765566741,0.661593265023879,0.238145230141471,0.10026150483465,2020,"mean"
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1893759.45995092,0.384631759568745,0.139107774749626,0.476260465681629,0.403468148445677,0.143679162734553,0.45285268881977,2020,"mean"
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1470226.67296842,0.367950477962633,0.137330332230769,0.494719189806598,0.374517315054956,0.139212259117017,0.486270425828027,2020,"mean"
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1592867.56412983,0.296850892326412,0.139123693556407,0.564025414117181,0.321359499693156,0.142457512209748,0.536182988097096,2020,"mean"
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2841965.37352306,0.14710271733412,0.115128318911666,0.737768963754214,0.175893166455639,0.11879031228793,0.705316521256431,2020,"mean"
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2765795.76184186,0.289239526788381,0.129484819559379,0.58127565365224,0.307496214862085,0.128421164745975,0.56408262039194,2020,"mean"
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1977018.22337836,0.572132594988802,0.269831905452511,0.158035499558687,0.57404804757215,0.325604500970044,0.100347451457806,2020,"mean"
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1584975.60154164,0.392758614902479,0.181207584543231,0.42603380055429,0.487563501186849,0.15194065955047,0.360495839262681,2020,"mean"
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1021181.78991795,0.514132711727386,0.15367869624924,0.332188592023375,0.507963450363701,0.149887993161063,0.342148556475237,2020,"mean"
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",405161.917465568,0.268160838940209,0.140634182611726,0.591204978448066,0.421853242981894,0.119789256996148,0.458357500021958,2020,"mean"
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1044722.94545803,0.477112827935264,0.167782322291279,0.355104849773456,0.422762709470445,0.17353992538652,0.403697365143035,2020,"mean"
"CMR","Cameroon","CMR.1_1","Adamaoua",1463667.30392109,0.462900351744068,0.182241603963106,0.354858044292827,0.480604179742375,0.178972771102704,0.340423049154921,2020,"mean"
"CMR","Cameroon","CMR.2_1","Centre",5802256.32784414,0.196229081743674,0.118693845203333,0.685077073052993,0.526809608667193,0.127522809311417,0.34566758202139,2020,"mean"
"CMR","Cameroon","CMR.3_1","Est",1067758.10368913,0.156943510928,0.133005951370317,0.710050537701684,0.260404696170739,0.139359636912271,0.60023566691699,2020,"mean"
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4586726.27017835,0.816783034010664,0.150940516828728,0.0322764491606075,0.829001837970555,0.14233781712953,0.0286603448999155,2020,"mean"
"CMR","Cameroon","CMR.5_1","Littoral",4404958.46634877,0.36607808092075,0.108434661312718,0.525487257766532,0.798197498344041,0.0968750338274795,0.10492746782848,2020,"mean"
"CMR","Cameroon","CMR.7_1","Nord",3146378.3535651,0.705012410268248,0.174763547231492,0.12022404250026,0.676746404535209,0.18703820020243,0.136215395262361,2020,"mean"
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2353609.06122077,0.307581780223462,0.230928727102993,0.461489492673544,0.451747276599844,0.219677579355558,0.328575144044599,2020,"mean"
"CMR","Cameroon","CMR.8_1","Ouest",2150541.51151375,0.316401126624804,0.167897761550291,0.515701111824906,0.412646392190137,0.172729541661648,0.414624066148215,2020,"mean"
"CMR","Cameroon","CMR.10_1","Sud",976744.530883431,0.0559061638224121,0.0593783046246678,0.88471553155292,0.110428753227185,0.0617307672273308,0.827840479545484,2020,"mean"
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1987840.30545152,0.283470580546164,0.210096980994384,0.506432438459452,0.478391930286289,0.178700750890613,0.342907318823099,2020,"mean"
"COD","Democratic Republic of the Congo","COD.1_1","Bas-Uélé",1504147.71519624,0.076450771643683,0.0909405811484663,0.832608647207851,0.0199915273066329,0.095369367424184,0.884639105269183,2020,"mean"
"COD","Democratic Republic of the Congo","COD.2_1","Équateur",2403361.6974444,0,0.00639184326033965,0.99360815673966,0,0.00586578204167798,0.994134217958322,2020,"mean"
"COD","Democratic Republic of the Congo","COD.3_1","Haut-Katanga",10650248.6762778,0.100746318083645,0.2159417094284,0.683311972487955,0.287423803350906,0.153606876805386,0.558969319843708,2020,"mean"
"COD","Democratic Republic of the Congo","COD.4_1","Haut-Lomami",7966491.07182675,0,0.119899750606815,0.880100249393185,0,0.13226150544079,0.86773849455921,2020,"mean"
"COD","Democratic Republic of the Congo","COD.5_1","Haut-Uélé",2112455.91149318,0.252416366012891,0.147325772087063,0.600257861900046,0.217417808069856,0.112617442348667,0.669964749581477,2020,"mean"
"COD","Democratic Republic of the Congo","COD.6_1","Ituri",6126072.25625855,0.266666323536632,0.0990149868892443,0.634318689574124,0.636023023851582,0.141671618141249,0.222305358007169,2020,"mean"
"COD","Democratic Republic of the Congo","COD.9_1","Kasaï",6289523.8754635,0,0.00719571916379582,0.992804280836204,0,0.00481915064596785,0.995180849354032,2020,"mean"
"COD","Democratic Republic of the Congo","COD.7_1","Kasaï-Central",7223428.96672097,0,0.00732644603926842,0.992673553960732,0,0.00308669716389896,0.996913302836101,2020,"mean"
"COD","Democratic Republic of the Congo","COD.8_1","Kasaï-Oriental",5690987.21604147,0,0.017927823346939,0.982072176653061,0,0.0166059711759131,0.983394028824087,2020,"mean"
"COD","Democratic Republic of the Congo","COD.10_1","Kinshasa",7797514.32673589,0,0.0030993832369383,0.996900616763062,0,0.00721406142344598,0.992785938576554,2020,"mean"
"COD","Democratic Republic of the Congo","COD.11_1","Kongo-Central",3006921.571949,0,0.00934741308799282,0.990652586912007,0,0.0108492170656918,0.989150782934308,2020,"mean"
"COD","Democratic Republic of the Congo","COD.12_1","Kwango",2344263.35754842,0,0.003358139315041,0.996641860684959,0,0.00353104943468723,0.996468950565313,2020,"mean"
"COD","Democratic Republic of the Congo","COD.13_1","Kwilu",4478208.1040704,0,0.0134903560407251,0.986509643959275,0,0.0113942377991776,0.988605762200823,2020,"mean"
"COD","Democratic Republic of the Congo","COD.14_1","Lomami",4156480.71541649,0,0.015576331886211,0.984423668113789,0,0.00949438646214663,0.990505613537853,2020,"mean"
"COD","Democratic Republic of the Congo","COD.15_1","Lualaba",4029147.29477727,0,0.0907653071777775,0.909234692822223,0,0.0946546506490751,0.905345349350925,2020,"mean"
"COD","Democratic Republic of the Congo","COD.16_1","Maï-Ndombe",1721819.89914561,0,0.00335847068957443,0.996641529310426,0,0.00359421237105986,0.99640578762894,2020,"mean"
"COD","Democratic Republic of the Congo","COD.17_1","Maniema",3073233.61055857,0,0.0795836586051219,0.920416341394878,0,0.0589430342599291,0.941056965740071,2020,"mean"
"COD","Democratic Republic of the Congo","COD.18_1","Mongala",2300029.63829777,0,0.0178437176036889,0.982156282396311,0,0.0217907343296343,0.978209265670366,2020,"mean"
"COD","Democratic Republic of the Congo","COD.19_1","Nord-Kivu",9310629.71500723,0.0553337488648263,0.261816464468511,0.682849786666663,0.0973142527880445,0.22841568452546,0.674270062686495,2020,"mean"
"COD","Democratic Republic of the Congo","COD.20_1","Nord-Ubangi",1560754.81902695,0.00749180395405535,0.0617182045090529,0.930789991536892,0.013513033877557,0.0810496805354495,0.905437285586994,2020,"mean"
"COD","Democratic Republic of the Congo","COD.21_1","Sankuru",206320.247060263,0,0.00266698854155097,0.997333011458449,0,0.00413182041895029,0.99586817958105,2020,"mean"
"COD","Democratic Republic of the Congo","COD.22_1","Sud-Kivu",6134380.49285705,0.0196347910778791,0.430189970060224,0.550175238861897,0.090888049478049,0.37271142120644,0.536400529315511,2020,"mean"
"COD","Democratic Republic of the Congo","COD.23_1","Sud-Ubangi",2992850.62279856,0.00106908548486705,0.0273820377762478,0.971548876738885,0.00118960626778707,0.0306816099990755,0.968128783733137,2020,"mean"
"COD","Democratic Republic of the Congo","COD.24_1","Tanganyika",5545851.9944212,0.00787886481324675,0.122782749947591,0.869338385239162,0.0325832585675386,0.119758798849475,0.847657942582987,2020,"mean"
"COD","Democratic Republic of the Congo","COD.25_1","Tshopo",3528209.96601249,2.24547622854447e-05,0.0520100675077293,0.947967477729985,3.35430079057145e-06,0.0348901173375138,0.965106528361696,2020,"mean"
"COD","Democratic Republic of the Congo","COD.26_1","Tshuapa",1676531.45425821,0,0.0294406382324145,0.970559361767586,0,0.0656287415751702,0.93437125842483,2020,"mean"
"COG","Republic of Congo","COG.1_1","Bouenza",265286.921427354,0,0.00486397679706153,0.995136023202938,0,0.0050477175259703,0.99495228247403,2020,"mean"
"COG","Republic of Congo","COG.2_1","Brazzaville",649344.429830194,0,0.0267881253897755,0.973211874610225,0,0.0281854713802712,0.971814528619729,2020,"mean"
"COG","Republic of Congo","COG.4_1","Cuvette",176851.77378444,0,0.00634966480145813,0.993650335198542,0,0.00596227358815288,0.994037726411847,2020,"mean"
"COG","Republic of Congo","COG.3_1","Cuvette-Ouest",171690.600812018,0,0.00826771063070913,0.991732289369291,0,0.00691458531932731,0.993085414680673,2020,"mean"
"COG","Republic of Congo","COG.5_1","Kouilou",369621.539762139,0,0.00798454958864489,0.992015450411355,0,0.0101258757049269,0.989874124295073,2020,"mean"
"COG","Republic of Congo","COG.6_1","Lékoumou",161783.265579805,0,0.00380194266156807,0.996198057338432,0,0.00394861570334105,0.996051384296659,2020,"mean"
"COG","Republic of Congo","COG.7_1","Likouala",1129785.12362382,0,0.0242795794749006,0.975720420525099,0,0.0186078159534813,0.981392184046519,2020,"mean"
"COG","Republic of Congo","COG.8_1","Niari",157227.088704586,0,0.00562896215769965,0.9943710378423,0,0.0057358392802789,0.994264160719721,2020,"mean"
"COG","Republic of Congo","COG.9_1","Plateaux",116815.806764167,0,0.00912676860525962,0.99087323139474,0,0.00796816899337623,0.992031831006624,2020,"mean"
"COG","Republic of Congo","COG.10_1","Pointe Noire",101057.836547852,0,0.0499978571761639,0.950002142823836,0,0.0561427690897788,0.943857230910221,2020,"mean"
"COG","Republic of Congo","COG.11_1","Pool",636506.722700639,0,0.00380696839556892,0.996193031604431,0,0.0132998049330145,0.986700195066985,2020,"mean"
"COG","Republic of Congo","COG.12_1","Sangha",109784.948267668,0.00142915908534417,0.0177157452210944,0.980855095693561,0.000628185333348925,0.0154756279232767,0.983896186743374,2020,"mean"
"CPV","Cape Verde","CPV.1_1","Boa Vista",16716.8362665176,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.2_1","Brava",3214.36983108521,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.3_1","Maio",5726.63105416298,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.4_1","Mosteiros",4389.95810127258,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.5_1","Paúl",5181.01037454605,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.6_1","Porto Novo",7761.82334697247,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.7_1","Praia",11775.2251091003,NA,NA,NA,NA,NA,NA,2020,"mean"
"CPV","Cape Verde","CPV.8_1","Ribeira Brava",6727.67288899422,NA,NA,NA,NA,NA,NA,2020,"mean"
